,class,message
1456,ham,u sleeping now or you going to take haha i got spys wat me online checking n replying mails lor
1457,spam,claire here am havin borin time  am now alone u wanna cum over nite chat now  hope  c u luv claire xx callsåminmoremobsemspoboxpowa
1458,ham,fighting with the world is easy u either win or lose bt fightng with some who is close to u is dificult if u lose  u lose if u win  u still lose
1459,spam,bought one ringtone and now getting texts costing  pound offering more tones etc
1460,ham,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae so lyf is nt yet ovr chikkuali vargu lyfu meow meowd
1461,ham,kinda first one gets in at twelve aah speak tomo
1462,spam, urgent your mobile no xxxxxxxxx won a å bonus caller prize on  this is the nd attempt to reach you call  asap
1463,ham,ok good then i later come find ì_ c lucky i told ì_ to go earlier later pple take finish ì_ no more again
1464,ham,wat makes u thk ill fall down but actually i thk im quite prone  falls lucky my dad at home i ask him come n fetch me already
1465,spam,you  are guaranteed the latests nokia phone a gb ipod mp player or a å prize txt wordcollect to no tcllc nyusa pmt msgrcvd
1466,ham,your account has been refilled successfully by inr  ltdecimalgt  your keralacircle prepaid account balance is rs  ltdecimalgt  your transaction id is kr ltgt 
1467,ham,i wont touch you with out your permission
1468,spam,hi its lucy hubby at meetins all day fri  i will b alone at hotel u fancy cumin over pls leave msg day  lucy x callsåminmobsmorelkpoboxhpfl
1469,ham, wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st ur lovely friendship good morning dear
1470,ham,take some small dose tablet for fever
1471,ham,oh u must have taken your real valentine out shopping first
1472,ham,just sent you an email ûò to an address with incomm in it is that right
1473,ham,will do you gonna be at blakes all night i might be able to get out of here a little early
1474,ham,friendship is not a game to play it is not a word to say it doesnt start on march and ends on may it is tomorrow yesterday today and e
1475,ham,nice waitshould you be texting right now im not gonna pay your ticket ya know
1476,ham,im watching lotr w my sis dis aft so u wan  meet me  dinner at nite a not
1477,ham,why you keeping me away like this
1478,ham,i think its far more than that but find out check google maps for a place from your dorm
1479,ham,my trip was ok but quite tiring lor uni starts today but its ok  me cos im not taking any modules but jus concentrating on my final yr project
1480,ham,have you always been saying welp
1481,ham,im a guy browsin is compulsory
1482,ham,ok
1483,ham,purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng musthu
1484,ham,sorry ill call later
1485,ham,i should add that i dont really care and if you cant i can at least get this dude to fuck off but hey your money if you want it
1486,ham,hello lover how goes that new job are you there now are you happy do you think of me i wake my slave and send you a teasing kiss from across the sea
1487,ham,i told your number to gautham
1488,ham,tell them no need to investigate about me anywhere
1489,ham,ok i juz receive
1490,ham,cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later
1491,spam,your account has been credited with  free text messages to activate just txt the word credit to no  tcs 
1492,ham,in the end she might still vomit but its okay not everything will come out
1493,ham,how are you with moneyas in to youmoney aint a thinghow are you sha
1494,ham,it has everything to do with the weather keep extra warm its a cold but nothing serious pls lots of vitamin c
1495,ham,hey gals anyone of u going down to e driving centre tmr
1496,ham,im always on yahoo messenger now just send the message to me and ill get it you may have to send it in the mobile mode sha but ill get it and will reply
1497,ham,im putting it on now it should be ready for  lttimegt 
1498,ham,time n smile r the two crucial things in our life sometimes time makes us to forget smile and sometimes someones smile makes us to forget time gud noon
1499,spam,sms ac jsco energy is high but u may not know where channel it day ur leadership skills r strong psychic reply ans wquestion end reply end jsco
1500,ham,hostbased idps for linux systems
1501,spam,hot live fantasies call now  just p per min ntt ltd po box  croydon cr wb  is a national rate call
1502,ham,don no dawhats you plan
1503,ham,ill be there on  ltgt  ok
1504,ham,oh my god im almost home
1505,ham,total video converter free download type this in google search
1506,spam,thanks for the vote now sing along with the stars with karaoke on your mobile for a free link just reply with sing now
1507,ham,wen ur lovable bcums angry wid u dnt take it seriously coz being angry is d most childish n true way of showing deep affection care n luv kettoda manda have nice day da
1508,ham,sounds like something that someone testing me would sayy
1509,ham,when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you gud nit
1510,ham,peteis this your phone still its jenny from college and leannewhat are you up to now
1511,ham,oops sorry just to check that you dont mind picking me up tomo at half eight from station would that be ok
1512,ham,hey sweet i was wondering when you had a moment if you might come to me  i want to send a file to someone but it wont go over yahoo for them because their connection sucks remember when you set up that page for me to go to and download the format disc  could you tell me how to do that  or do you know some other way to download big files  because they can download stuff directly from the internet any help would be great my prey  teasing kiss
1513,ham,hows the champ just leaving glasgow
1514,ham,kall the bestcongrats
1515,ham,i wonder if youll get this text
1516,ham,i need to come home and give you some good lovin
1517,spam,our brand new mobile music service is now live the free music player will arrive shortly just install on your phone to browse content from the top artists
1518,ham,shall i ask one thing if you dont mistake me
1519,ham,check wid corect speling ie sarcasm
1520,spam,urgent your mobile no was awarded a å bonus caller prize on  this is our nd attempt to contact you call  boxqu bt national rate
1521,ham,are you angry with me what happen dear
1522,ham,i thk u dun haf  hint in e forum already lor cos i told ron n darren is going  tell shuhui
1523,ham,yup ok thanx
1524,ham,hicts employee how are you
1525,ham,pls pls find out from aunt nike
1526,ham,wow  i love you sooo much you know  i can barely stand it  i wonder how your day goes and if you are well my love  i think of you and miss you
1527,ham,no screaming means shouting
1528,ham,hey what happen de are you alright
1529,ham,should i have picked up a receipt or something earlier
1530,ham,i think chennai well settled
1531,ham,oh dang i didnt mean o send that to you lol
1532,ham,unfortunately ive just found out that we have to pick my sister up from the airport that evening so dont think ill be going out at all we should try to go out one of th
1533,ham,horrible bf i now v hungry
1534,ham,remember on that day
1535,spam,you have won a nokia i this is what you get when you win our free auction to take part send nokia to  now hgsuitelands rowwjhl 
1536,ham,hows it feel mr your not my real valentine just my yo valentine even tho u hardly play
1537,ham,all sounds good fingers  makes it difficult to type
1538,ham,midnight at the earliest
1539,ham,youre not sure that im not trying to make xavier smoke because i dont want to smoke after being told i smoke too much
1540,ham,k come to nordstrom when youre done
